region,division,classification,position,status,item_status,number
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Engineer III,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Fisherman,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Information Technology Officer I,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Legal Assistant I,Unfilled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Librarian II,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Medical Officer III,Filled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Dentist II,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Nurse II,Unfilled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Planning Officer II,Unfilled,CTI,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Planning Officer III,Filled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Attorney III,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Non-Teaching Personnel,Senior Bookkeeper,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Related-Teaching Personnel,Assistant Schools Division Superintendent,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Related-Teaching Personnel,Guidance Coordinator III,Unfilled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Administrative Officer IV,Unfilled,Regular,1
Region III - Central Luzon,Division of Zambales,Related-Teaching Personnel,Head Teacher V,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Related-Teaching Personnel,Head Teacher VI,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Related-Teaching Personnel,Schools Division Superintendent,Unfilled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Administrative Officer II,Unfilled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Administrative Assistant I,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Security Personnel,Security Guard II,Filled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Administrative Aide IV,Filled,Regular,1
Region III - Central Luzon,Division of Zambales,Teaching Personnel,Special Education Teacher II,Filled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Accountant III,Filled,Regular,1
Negros Island Region (NIR),Division of Siquijor,Non-Teaching Personnel,Accountant II,Unfilled,CTI,1
Negros Island Region (NIR),Division of Sipalay City,Teaching Personnel,Special Science Teacher I,Unfilled,Regular,1
Region III - Central Luzon,Division of Zambales,Teaching Personnel,Teacher IV,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Accountant I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Accountant II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Accountant II,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Accountant III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Accounting Analyst,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide I,Filled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide IV,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide VI,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Aide VI,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Assistant I,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Administrative Assistant II,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Attorney II,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Attorney III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Attorney IV,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Computer Maintenance Technologist I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Computer Programmer II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Construction and Maintenance Man,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Dentist III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Director III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Director IV,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Dormitory Manager I,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Dormitory Manager II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Draftsman II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Engineer III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Information Technology Officer I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Legal Assistant I,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Legal Assistant II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Librarian II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Medical Officer IV,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Nutritionist-Dietitian II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Project Development Officer II,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Project Development Officer IV,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Special Investigator III,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Statistician I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Non-Teaching Personnel,Statistician II,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Chief Education Supervisor,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Education Program Specialist I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Education Program Specialist II,Unfilled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Senior Education Program Specialist,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Senior Education Program Specialist,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Teacher Credentials Evaluator II,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Teacher Credentials Evaluator II,Unfilled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Related-Teaching Personnel,Teaching-Aids Specialist,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,Security Personnel,Security Guard I,Filled,CTI,1
Region III - Central Luzon,Regional Office - Proper,Security Personnel,Security Guard II,Filled,CTI,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Accountant III,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Administrative Aide I,Filled,CTI,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Administrative Aide I,Unfilled,CTI,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Administrative Aide IV,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Administrative Assistant I,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,School Head Personnel,Assistant School Principal II,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Administrative Officer III,Unfilled,CTI,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Attorney III,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Engineer III,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Information Technology Officer I,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Legal Assistant I,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Librarian II,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Medical Officer III,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Non-Teaching Personnel,Planning Officer III,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Related-Teaching Personnel,Assistant Schools Division Superintendent,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Schools Division Superintendent,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Related-Teaching Personnel,Guidance Counselor III,Unfilled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Registrar I,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Public Schools District Supervisor,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Related-Teaching Personnel,Head Teacher III,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Related-Teaching Personnel,School Librarian I,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Related-Teaching Personnel,Schools Division Superintendent,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,School Head Personnel,Assistant School Principal II,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,School Head Personnel,School Principal II,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Teaching Personnel,Master Teacher I,Filled,CTI,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Head Teacher II,Unfilled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Guidance Counselor I,Unfilled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Guidance Counselor I,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Education Program Supervisor,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Teaching Personnel,Special Education Teacher III,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Teaching Personnel,Teacher II,Filled,CTI,1
Negros Island Region (NIR),Division of Sipalay City,Related-Teaching Personnel,Assistant Schools Division Superintendent,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Teaching Personnel,Teacher III,Filled,CTI,1
Negros Island Region (NIR),Division of Sipalay City,Non-Teaching Personnel,Planning Officer III,Filled,Regular,1
Region IVA - CALABARZON,Division of Antipolo City,Teaching Personnel,Teacher V,Unfilled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Non-Teaching Personnel,Medical Officer III,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Accountant III,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Administrative Aide IV,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Administrative Aide VI,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Administrative Assistant I,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Non-Teaching Personnel,Librarian II,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Non-Teaching Personnel,Legal Assistant I,Filled,Regular,1
Negros Island Region (NIR),Division of Sipalay City,Non-Teaching Personnel,Information Technology Officer I,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Administrative Officer V,Unfilled,CTI,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Attorney III,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Dentist II,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Information Technology Officer I,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Legal Assistant I,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Librarian II,Filled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Medical Officer III,Unfilled,Regular,1
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Planning Officer III,Filled,Regular,1
